Datum von;Datum bis;Deutschland/Luxemburg [€/MWh] Originalauflösungen;∅ Anrainer DE/LU [€/MWh] Originalauflösungen;Belgien [€/MWh] Originalauflösungen;Dänemark 1 [€/MWh] Originalauflösungen;Dänemark 2 [€/MWh] Originalauflösungen;Frankreich [€/MWh] Originalauflösungen;Niederlande [€/MWh] Originalauflösungen;Norwegen 2 [€/MWh] Originalauflösungen;Österreich [€/MWh] Originalauflösungen;Polen [€/MWh] Originalauflösungen;Schweden 4 [€/MWh] Originalauflösungen;Schweiz [€/MWh] Originalauflösungen;Tschechien [€/MWh] Originalauflösungen;DE/AT/LU [€/MWh] Originalauflösungen;Italien (Nord) [€/MWh] Originalauflösungen;Slowenien [€/MWh] Originalauflösungen;Ungarn [€/MWh] Originalauflösungen
01.06.2025 00:00;01.06.2025 00:15;92,53;87,24;103,76;92,53;92,54;60,00;98,40;74,05;91,87;95,79;73,30;85,49;91,87;-;125,00;93,45;100,68
01.06.2025 00:15;01.06.2025 00:30;92,53;87,24;103,76;92,53;92,54;60,00;98,40;74,05;91,87;95,79;73,30;85,49;91,87;-;125,00;93,45;100,68
01.06.2025 00:30;01.06.2025 00:45;92,53;87,24;103,76;92,53;92,54;60,00;98,40;74,05;91,87;95,79;73,30;85,49;91,87;-;125,00;93,45;100,68
01.06.2025 00:45;01.06.2025 01:00;92,53;87,24;103,76;92,53;92,54;60,00;98,40;74,05;91,87;95,79;73,30;85,49;91,87;-;125,00;93,45;100,68
01.06.2025 01:00;01.06.2025 01:15;85,22;78,31;81,28;85,22;85,22;36,07;85,22;69,19;84,94;94,59;70,43;83,97;85,29;-;124,44;85,05;85,16
01.06.2025 01:15;01.06.2025 01:30;85,22;78,31;81,28;85,22;85,22;36,07;85,22;69,19;84,94;94,59;70,43;83,97;85,29;-;124,44;85,05;85,16
01.06.2025 01:30;01.06.2025 01:45;85,22;78,31;81,28;85,22;85,22;36,07;85,22;69,19;84,94;94,59;70,43;83,97;85,29;-;124,44;85,05;85,16
01.06.2025 01:45;01.06.2025 02:00;85,22;78,31;81,28;85,22;85,22;36,07;85,22;69,19;84,94;94,59;70,43;83,97;85,29;-;124,44;85,05;85,16
01.06.2025 02:00;01.06.2025 02:15;77,13;73,29;79,63;77,13;77,13;28,27;86,56;68,38;73,04;90,38;70,49;76,03;79,10;-;120,00;73,97;80,71
01.06.2025 02:15;01.06.2025 02:30;77,13;73,29;79,63;77,13;77,13;28,27;86,56;68,38;73,04;90,38;70,49;76,03;79,10;-;120,00;73,97;80,71
01.06.2025 02:30;01.06.2025 02:45;77,13;73,29;79,63;77,13;77,13;28,27;86,56;68,38;73,04;90,38;70,49;76,03;79,10;-;120,00;73,97;80,71
01.06.2025 02:45;01.06.2025 03:00;77,13;73,29;79,63;77,13;77,13;28,27;86,56;68,38;73,04;90,38;70,49;76,03;79,10;-;120,00;73,97;80,71
01.06.2025 03:00;01.06.2025 03:15;74,09;69,84;74,48;74,09;74,09;24,32;80,60;62,40;69,66;92,07;72,28;70,46;73,77;-;118,00;69,76;73,56
01.06.2025 03:15;01.06.2025 03:30;74,09;69,84;74,48;74,09;74,09;24,32;80,60;62,40;69,66;92,07;72,28;70,46;73,77;-;118,00;69,76;73,56
01.06.2025 03:30;01.06.2025 03:45;74,09;69,84;74,48;74,09;74,09;24,32;80,60;62,40;69,66;92,07;72,28;70,46;73,77;-;118,00;69,76;73,56
01.06.2025 03:45;01.06.2025 04:00;74,09;69,84;74,48;74,09;74,09;24,32;80,60;62,40;69,66;92,07;72,28;70,46;73,77;-;118,00;69,76;73,56
01.06.2025 04:00;01.06.2025 04:15;72,66;68,55;72,74;72,66;72,66;24,95;78,53;62,41;67,71;96,72;64,52;69,80;71,34;-;120,00;67,44;70,28
01.06.2025 04:15;01.06.2025 04:30;72,66;68,55;72,74;72,66;72,66;24,95;78,53;62,41;67,71;96,72;64,52;69,80;71,34;-;120,00;67,44;70,28
01.06.2025 04:30;01.06.2025 04:45;72,66;68,55;72,74;72,66;72,66;24,95;78,53;62,41;67,71;96,72;64,52;69,80;71,34;-;120,00;67,44;70,28
01.06.2025 04:45;01.06.2025 05:00;72,66;68,55;72,74;72,66;72,66;24,95;78,53;62,41;67,71;96,72;64,52;69,80;71,34;-;120,00;67,44;70,28
01.06.2025 05:00;01.06.2025 05:15;66,11;62,58;65,83;66,11;54,59;24,92;70,66;52,95;62,25;105,10;54,68;66,11;65,15;-;116,50;61,95;63,64
01.06.2025 05:15;01.06.2025 05:30;66,11;62,58;65,83;66,11;54,59;24,92;70,66;52,95;62,25;105,10;54,68;66,11;65,15;-;116,50;61,95;63,64
01.06.2025 05:30;01.06.2025 05:45;66,11;62,58;65,83;66,11;54,59;24,92;70,66;52,95;62,25;105,10;54,68;66,11;65,15;-;116,50;61,95;63,64
01.06.2025 05:45;01.06.2025 06:00;66,11;62,58;65,83;66,11;54,59;24,92;70,66;52,95;62,25;105,10;54,68;66,11;65,15;-;116,50;61,95;63,64
01.06.2025 06:00;01.06.2025 06:15;35,84;43,49;36,16;35,84;34,98;26,68;37,45;35,75;34,73;105,69;34,98;60,70;35,45;-;104,51;34,42;34,96
01.06.2025 06:15;01.06.2025 06:30;35,84;43,49;36,16;35,84;34,98;26,68;37,45;35,75;34,73;105,69;34,98;60,70;35,45;-;104,51;34,42;34,96
01.06.2025 06:30;01.06.2025 06:45;35,84;43,49;36,16;35,84;34,98;26,68;37,45;35,75;34,73;105,69;34,98;60,70;35,45;-;104,51;34,42;34,96
01.06.2025 06:45;01.06.2025 07:00;35,84;43,49;36,16;35,84;34,98;26,68;37,45;35,75;34,73;105,69;34,98;60,70;35,45;-;104,51;34,42;34,96
01.06.2025 07:00;01.06.2025 07:15;13,00;22,32;13,00;13,00;9,41;13,00;13,00;14,37;13,00;98,76;9,23;35,80;13,00;-;101,93;13,00;13,00
01.06.2025 07:15;01.06.2025 07:30;13,00;22,32;13,00;13,00;9,41;13,00;13,00;14,37;13,00;98,76;9,23;35,80;13,00;-;101,93;13,00;13,00
01.06.2025 07:30;01.06.2025 07:45;13,00;22,32;13,00;13,00;9,41;13,00;13,00;14,37;13,00;98,76;9,23;35,80;13,00;-;101,93;13,00;13,00
01.06.2025 07:45;01.06.2025 08:00;13,00;22,32;13,00;13,00;9,41;13,00;13,00;14,37;13,00;98,76;9,23;35,80;13,00;-;101,93;13,00;13,00
01.06.2025 08:00;01.06.2025 08:15;2,40;5,35;2,40;2,40;2,17;2,40;2,40;2,89;2,40;28,36;2,14;8,88;2,40;-;97,13;2,40;2,40
01.06.2025 08:15;01.06.2025 08:30;2,40;5,35;2,40;2,40;2,17;2,40;2,40;2,89;2,40;28,36;2,14;8,88;2,40;-;97,13;2,40;2,40
01.06.2025 08:30;01.06.2025 08:45;2,40;5,35;2,40;2,40;2,17;2,40;2,40;2,89;2,40;28,36;2,14;8,88;2,40;-;97,13;2,40;2,40
01.06.2025 08:45;01.06.2025 09:00;2,40;5,35;2,40;2,40;2,17;2,40;2,40;2,89;2,40;28,36;2,14;8,88;2,40;-;97,13;2,40;2,40
01.06.2025 09:00;01.06.2025 09:15;-0,01;-0,05;-0,01;-0,01;0,22;-0,01;-0,01;0,62;-0,01;-0,01;0,21;-1,53;-0,01;-;90,00;-0,01;-0,01
01.06.2025 09:15;01.06.2025 09:30;-0,01;-0,05;-0,01;-0,01;0,22;-0,01;-0,01;0,62;-0,01;-0,01;0,21;-1,53;-0,01;-;90,00;-0,01;-0,01
01.06.2025 09:30;01.06.2025 09:45;-0,01;-0,05;-0,01;-0,01;0,22;-0,01;-0,01;0,62;-0,01;-0,01;0,21;-1,53;-0,01;-;90,00;-0,01;-0,01
01.06.2025 09:45;01.06.2025 10:00;-0,01;-0,05;-0,01;-0,01;0,22;-0,01;-0,01;0,62;-0,01;-0,01;0,21;-1,53;-0,01;-;90,00;-0,01;-0,01
01.06.2025 10:00;01.06.2025 10:15;-0,60;1,28;-0,60;-0,60;-0,60;-0,60;-0,60;22,71;-0,60;-0,60;-0,58;-3,22;-0,60;-;15,00;-0,60;-0,60
01.06.2025 10:15;01.06.2025 10:30;-0,60;1,28;-0,60;-0,60;-0,60;-0,60;-0,60;22,71;-0,60;-0,60;-0,58;-3,22;-0,60;-;15,00;-0,60;-0,60
01.06.2025 10:30;01.06.2025 10:45;-0,60;1,28;-0,60;-0,60;-0,60;-0,60;-0,60;22,71;-0,60;-0,60;-0,58;-3,22;-0,60;-;15,00;-0,60;-0,60
01.06.2025 10:45;01.06.2025 11:00;-0,60;1,28;-0,60;-0,60;-0,60;-0,60;-0,60;22,71;-0,60;-0,60;-0,58;-3,22;-0,60;-;15,00;-0,60;-0,60
01.06.2025 11:00;01.06.2025 11:15;-2,11;-1,65;-2,11;-2,11;-2,06;-2,11;-2,11;7,00;-2,11;-2,11;-2,06;-6,29;-2,11;-;10,00;-2,11;-2,11
01.06.2025 11:15;01.06.2025 11:30;-2,11;-1,65;-2,11;-2,11;-2,06;-2,11;-2,11;7,00;-2,11;-2,11;-2,06;-6,29;-2,11;-;10,00;-2,11;-2,11
01.06.2025 11:30;01.06.2025 11:45;-2,11;-1,65;-2,11;-2,11;-2,06;-2,11;-2,11;7,00;-2,11;-2,11;-2,06;-6,29;-2,11;-;10,00;-2,11;-2,11
01.06.2025 11:45;01.06.2025 12:00;-2,11;-1,65;-2,11;-2,11;-2,06;-2,11;-2,11;7,00;-2,11;-2,11;-2,06;-6,29;-2,11;-;10,00;-2,11;-2,11
01.06.2025 12:00;01.06.2025 12:15;-5,48;-4,66;-5,48;-5,48;-5,48;-5,48;-5,48;8,22;-5,48;-5,48;-5,31;-10,33;-5,48;-;10,00;-5,48;-5,48
01.06.2025 12:15;01.06.2025 12:30;-5,48;-4,66;-5,48;-5,48;-5,48;-5,48;-5,48;8,22;-5,48;-5,48;-5,31;-10,33;-5,48;-;10,00;-5,48;-5,48
01.06.2025 12:30;01.06.2025 12:45;-5,48;-4,66;-5,48;-5,48;-5,48;-5,48;-5,48;8,22;-5,48;-5,48;-5,31;-10,33;-5,48;-;10,00;-5,48;-5,48
01.06.2025 12:45;01.06.2025 13:00;-5,48;-4,66;-5,48;-5,48;-5,48;-5,48;-5,48;8,22;-5,48;-5,48;-5,31;-10,33;-5,48;-;10,00;-5,48;-5,48
01.06.2025 13:00;01.06.2025 13:15;-12,93;-9,03;-12,93;-10,87;-7,16;-12,93;-12,93;6,14;-12,93;0,00;-6,98;-15,85;-12,93;-;10,00;-12,93;-12,93
01.06.2025 13:15;01.06.2025 13:30;-12,93;-9,03;-12,93;-10,87;-7,16;-12,93;-12,93;6,14;-12,93;0,00;-6,98;-15,85;-12,93;-;10,00;-12,93;-12,93
01.06.2025 13:30;01.06.2025 13:45;-12,93;-9,03;-12,93;-10,87;-7,16;-12,93;-12,93;6,14;-12,93;0,00;-6,98;-15,85;-12,93;-;10,00;-12,93;-12,93
01.06.2025 13:45;01.06.2025 14:00;-12,93;-9,03;-12,93;-10,87;-7,16;-12,93;-12,93;6,14;-12,93;0,00;-6,98;-15,85;-12,93;-;10,00;-12,93;-12,93
01.06.2025 14:00;01.06.2025 14:15;-20,41;-13,58;-20,41;-16,09;-7,27;-20,41;-20,41;2,75;-20,41;-0,01;-7,11;-19,56;-20,41;-;9,95;-20,41;-20,41
01.06.2025 14:15;01.06.2025 14:30;-20,41;-13,58;-20,41;-16,09;-7,27;-20,41;-20,41;2,75;-20,41;-0,01;-7,11;-19,56;-20,41;-;9,95;-20,41;-20,41
01.06.2025 14:30;01.06.2025 14:45;-20,41;-13,58;-20,41;-16,09;-7,27;-20,41;-20,41;2,75;-20,41;-0,01;-7,11;-19,56;-20,41;-;9,95;-20,41;-20,41
01.06.2025 14:45;01.06.2025 15:00;-20,41;-13,58;-20,41;-16,09;-7,27;-20,41;-20,41;2,75;-20,41;-0,01;-7,11;-19,56;-20,41;-;9,95;-20,41;-20,41
01.06.2025 15:00;01.06.2025 15:15;-15,61;-10,15;-15,61;-15,61;-3,85;-15,61;-15,61;3,88;-15,61;0,01;-3,71;-14,33;-15,61;-;9,65;-15,61;-15,61
01.06.2025 15:15;01.06.2025 15:30;-15,61;-10,15;-15,61;-15,61;-3,85;-15,61;-15,61;3,88;-15,61;0,01;-3,71;-14,33;-15,61;-;9,65;-15,61;-15,61
01.06.2025 15:30;01.06.2025 15:45;-15,61;-10,15;-15,61;-15,61;-3,85;-15,61;-15,61;3,88;-15,61;0,01;-3,71;-14,33;-15,61;-;9,65;-15,61;-15,61
01.06.2025 15:45;01.06.2025 16:00;-15,61;-10,15;-15,61;-15,61;-3,85;-15,61;-15,61;3,88;-15,61;0,01;-3,71;-14,33;-15,61;-;9,65;-15,61;-15,61
01.06.2025 16:00;01.06.2025 16:15;-6,00;4,20;-6,00;-6,00;-1,56;-6,00;-6,00;7,52;-6,00;84,77;-1,46;-7,08;-6,00;-;15,00;-6,00;-6,00
01.06.2025 16:15;01.06.2025 16:30;-6,00;4,20;-6,00;-6,00;-1,56;-6,00;-6,00;7,52;-6,00;84,77;-1,46;-7,08;-6,00;-;15,00;-6,00;-6,00
01.06.2025 16:30;01.06.2025 16:45;-6,00;4,20;-6,00;-6,00;-1,56;-6,00;-6,00;7,52;-6,00;84,77;-1,46;-7,08;-6,00;-;15,00;-6,00;-6,00
01.06.2025 16:45;01.06.2025 17:00;-6,00;4,20;-6,00;-6,00;-1,56;-6,00;-6,00;7,52;-6,00;84,77;-1,46;-7,08;-6,00;-;15,00;-6,00;-6,00
01.06.2025 17:00;01.06.2025 17:15;-0,99;13,99;-0,86;-0,99;3,96;-0,62;-0,91;32,19;-1,59;121,43;3,85;2,06;-4,64;-;97,00;4,64;35,02
01.06.2025 17:15;01.06.2025 17:30;-0,99;13,99;-0,86;-0,99;3,96;-0,62;-0,91;32,19;-1,59;121,43;3,85;2,06;-4,64;-;97,00;4,64;35,02
01.06.2025 17:30;01.06.2025 17:45;-0,99;13,99;-0,86;-0,99;3,96;-0,62;-0,91;32,19;-1,59;121,43;3,85;2,06;-4,64;-;97,00;4,64;35,02
01.06.2025 17:45;01.06.2025 18:00;-0,99;13,99;-0,86;-0,99;3,96;-0,62;-0,91;32,19;-1,59;121,43;3,85;2,06;-4,64;-;97,00;4,64;35,02
01.06.2025 18:00;01.06.2025 18:15;19,23;28,36;15,09;17,00;19,13;2,94;17,00;28,30;21,23;119,11;18,81;42,68;10,62;-;114,60;34,97;110,83
01.06.2025 18:15;01.06.2025 18:30;19,23;28,36;15,09;17,00;19,13;2,94;17,00;28,30;21,23;119,11;18,81;42,68;10,62;-;114,60;34,97;110,83
01.06.2025 18:30;01.06.2025 18:45;19,23;28,36;15,09;17,00;19,13;2,94;17,00;28,30;21,23;119,11;18,81;42,68;10,62;-;114,60;34,97;110,83
01.06.2025 18:45;01.06.2025 19:00;19,23;28,36;15,09;17,00;19,13;2,94;17,00;28,30;21,23;119,11;18,81;42,68;10,62;-;114,60;34,97;110,83
01.06.2025 19:00;01.06.2025 19:15;78,85;69,58;64,96;60,10;60,67;22,82;71,81;59,16;90,35;119,71;60,76;73,77;81,25;-;127,03;105,65;170,75
01.06.2025 19:15;01.06.2025 19:30;78,85;69,58;64,96;60,10;60,67;22,82;71,81;59,16;90,35;119,71;60,76;73,77;81,25;-;127,03;105,65;170,75
01.06.2025 19:30;01.06.2025 19:45;78,85;69,58;64,96;60,10;60,67;22,82;71,81;59,16;90,35;119,71;60,76;73,77;81,25;-;127,03;105,65;170,75
01.06.2025 19:45;01.06.2025 20:00;78,85;69,58;64,96;60,10;60,67;22,82;71,81;59,16;90,35;119,71;60,76;73,77;81,25;-;127,03;105,65;170,75
01.06.2025 20:00;01.06.2025 20:15;93,66;82,13;86,08;83,10;68,41;35,01;89,66;67,65;100,04;118,51;68,46;91,60;94,91;-;133,00;110,84;151,85
01.06.2025 20:15;01.06.2025 20:30;93,66;82,13;86,08;83,10;68,41;35,01;89,66;67,65;100,04;118,51;68,46;91,60;94,91;-;133,00;110,84;151,85
01.06.2025 20:30;01.06.2025 20:45;93,66;82,13;86,08;83,10;68,41;35,01;89,66;67,65;100,04;118,51;68,46;91,60;94,91;-;133,00;110,84;151,85
01.06.2025 20:45;01.06.2025 21:00;93,66;82,13;86,08;83,10;68,41;35,01;89,66;67,65;100,04;118,51;68,46;91,60;94,91;-;133,00;110,84;151,85
01.06.2025 21:00;01.06.2025 21:15;106,86;86,27;98,63;86,70;69,74;40,55;114,90;69,41;96,73;114,99;69,81;87,49;100,00;-;135,17;103,76;148,78
01.06.2025 21:15;01.06.2025 21:30;106,86;86,27;98,63;86,70;69,74;40,55;114,90;69,41;96,73;114,99;69,81;87,49;100,00;-;135,17;103,76;148,78
01.06.2025 21:30;01.06.2025 21:45;106,86;86,27;98,63;86,70;69,74;40,55;114,90;69,41;96,73;114,99;69,81;87,49;100,00;-;135,17;103,76;148,78
01.06.2025 21:45;01.06.2025 22:00;106,86;86,27;98,63;86,70;69,74;40,55;114,90;69,41;96,73;114,99;69,81;87,49;100,00;-;135,17;103,76;148,78
01.06.2025 22:00;01.06.2025 22:15;105,93;89,12;98,73;92,00;71,13;53,96;101,98;70,17;108,94;118,02;71,17;87,50;106,67;-;125,38;109,94;111,07
01.06.2025 22:15;01.06.2025 22:30;105,93;89,12;98,73;92,00;71,13;53,96;101,98;70,17;108,94;118,02;71,17;87,50;106,67;-;125,38;109,94;111,07
01.06.2025 22:30;01.06.2025 22:45;105,93;89,12;98,73;92,00;71,13;53,96;101,98;70,17;108,94;118,02;71,17;87,50;106,67;-;125,38;109,94;111,07
01.06.2025 22:45;01.06.2025 23:00;105,93;89,12;98,73;92,00;71,13;53,96;101,98;70,17;108,94;118,02;71,17;87,50;106,67;-;125,38;109,94;111,07
01.06.2025 23:00;01.06.2025 23:15;90,49;77,47;77,46;66,89;63,85;40,41;83,54;64,99;94,57;120,22;63,85;84,95;91,43;-;121,17;96,03;98,94
01.06.2025 23:15;01.06.2025 23:30;90,49;77,47;77,46;66,89;63,85;40,41;83,54;64,99;94,57;120,22;63,85;84,95;91,43;-;121,17;96,03;98,94
01.06.2025 23:30;01.06.2025 23:45;90,49;77,47;77,46;66,89;63,85;40,41;83,54;64,99;94,57;120,22;63,85;84,95;91,43;-;121,17;96,03;98,94
01.06.2025 23:45;02.06.2025 00:00;90,49;77,47;77,46;66,89;63,85;40,41;83,54;64,99;94,57;120,22;63,85;84,95;91,43;-;121,17;96,03;98,94
02.06.2025 00:00;02.06.2025 00:15;81,76;65,76;69,47;63,40;32,44;30,24;75,30;64,05;86,06;105,45;31,73;81,80;83,43;-;119,90;87,39;87,39
02.06.2025 00:15;02.06.2025 00:30;81,76;65,76;69,47;63,40;32,44;30,24;75,30;64,05;86,06;105,45;31,73;81,80;83,43;-;119,90;87,39;87,39
02.06.2025 00:30;02.06.2025 00:45;81,76;65,76;69,47;63,40;32,44;30,24;75,30;64,05;86,06;105,45;31,73;81,80;83,43;-;119,90;87,39;87,39
02.06.2025 00:45;02.06.2025 01:00;81,76;65,76;69,47;63,40;32,44;30,24;75,30;64,05;86,06;105,45;31,73;81,80;83,43;-;119,90;87,39;87,39
02.06.2025 01:00;02.06.2025 01:15;75,31;57,47;65,27;54,82;16,75;27,25;70,00;54,33;79,07;95,10;16,06;76,52;76,96;-;110,00;79,99;77,29
02.06.2025 01:15;02.06.2025 01:30;75,31;57,47;65,27;54,82;16,75;27,25;70,00;54,33;79,07;95,10;16,06;76,52;76,96;-;110,00;79,99;77,29
02.06.2025 01:30;02.06.2025 01:45;75,31;57,47;65,27;54,82;16,75;27,25;70,00;54,33;79,07;95,10;16,06;76,52;76,96;-;110,00;79,99;77,29
02.06.2025 01:45;02.06.2025 02:00;75,31;57,47;65,27;54,82;16,75;27,25;70,00;54,33;79,07;95,10;16,06;76,52;76,96;-;110,00;79,99;77,29
02.06.2025 02:00;02.06.2025 02:15;75,00;59,47;69,10;51,63;46,00;26,66;71,65;49,99;77,92;86,12;27,79;71,14;76,14;-;102,52;78,78;77,52
02.06.2025 02:15;02.06.2025 02:30;75,00;59,47;69,10;51,63;46,00;26,66;71,65;49,99;77,92;86,12;27,79;71,14;76,14;-;102,52;78,78;77,52
02.06.2025 02:30;02.06.2025 02:45;75,00;59,47;69,10;51,63;46,00;26,66;71,65;49,99;77,92;86,12;27,79;71,14;76,14;-;102,52;78,78;77,52
02.06.2025 02:45;02.06.2025 03:00;75,00;59,47;69,10;51,63;46,00;26,66;71,65;49,99;77,92;86,12;27,79;71,14;76,14;-;102,52;78,78;77,52
02.06.2025 03:00;02.06.2025 03:15;77,75;62,20;70,62;55,29;55,29;19,10;73,71;54,78;80,49;97,57;29,47;68,85;79,02;-;100,95;83,23;83,19
02.06.2025 03:15;02.06.2025 03:30;77,75;62,20;70,62;55,29;55,29;19,10;73,71;54,78;80,49;97,57;29,47;68,85;79,02;-;100,95;83,23;83,19
02.06.2025 03:30;02.06.2025 03:45;77,75;62,20;70,62;55,29;55,29;19,10;73,71;54,78;80,49;97,57;29,47;68,85;79,02;-;100,95;83,23;83,19
02.06.2025 03:45;02.06.2025 04:00;77,75;62,20;70,62;55,29;55,29;19,10;73,71;54,78;80,49;97,57;29,47;68,85;79,02;-;100,95;83,23;83,19
02.06.2025 04:00;02.06.2025 04:15;83,05;64,90;71,23;58,83;58,82;20,01;76,60;55,41;87,61;101,86;30,61;67,83;85,08;-;100,20;88,73;85,65
02.06.2025 04:15;02.06.2025 04:30;83,05;64,90;71,23;58,83;58,82;20,01;76,60;55,41;87,61;101,86;30,61;67,83;85,08;-;100,20;88,73;85,65
02.06.2025 04:30;02.06.2025 04:45;83,05;64,90;71,23;58,83;58,82;20,01;76,60;55,41;87,61;101,86;30,61;67,83;85,08;-;100,20;88,73;85,65
02.06.2025 04:45;02.06.2025 05:00;83,05;64,90;71,23;58,83;58,82;20,01;76,60;55,41;87,61;101,86;30,61;67,83;85,08;-;100,20;88,73;85,65
02.06.2025 05:00;02.06.2025 05:15;91,93;74,98;74,52;78,30;78,30;18,89;82,57;65,09;91,93;95,69;61,54;82,90;95,08;-;97,67;110,99;101,71
02.06.2025 05:15;02.06.2025 05:30;91,93;74,98;74,52;78,30;78,30;18,89;82,57;65,09;91,93;95,69;61,54;82,90;95,08;-;97,67;110,99;101,71
02.06.2025 05:30;02.06.2025 05:45;91,93;74,98;74,52;78,30;78,30;18,89;82,57;65,09;91,93;95,69;61,54;82,90;95,08;-;97,67;110,99;101,71
02.06.2025 05:45;02.06.2025 06:00;91,93;74,98;74,52;78,30;78,30;18,89;82,57;65,09;91,93;95,69;61,54;82,90;95,08;-;97,67;110,99;101,71
02.06.2025 06:00;02.06.2025 06:15;108,15;89,51;100,05;96,50;91,94;27,90;105,10;69,27;108,71;109,26;71,39;95,26;109,20;-;95,49;115,42;110,75
02.06.2025 06:15;02.06.2025 06:30;108,15;89,51;100,05;96,50;91,94;27,90;105,10;69,27;108,71;109,26;71,39;95,26;109,20;-;95,49;115,42;110,75
02.06.2025 06:30;02.06.2025 06:45;108,15;89,51;100,05;96,50;91,94;27,90;105,10;69,27;108,71;109,26;71,39;95,26;109,20;-;95,49;115,42;110,75
02.06.2025 06:45;02.06.2025 07:00;108,15;89,51;100,05;96,50;91,94;27,90;105,10;69,27;108,71;109,26;71,39;95,26;109,20;-;95,49;115,42;110,75
02.06.2025 07:00;02.06.2025 07:15;117,90;97,59;107,90;117,90;91,96;45,59;123,86;71,80;107,12;114,94;73,95;104,99;113,48;-;115,85;105,22;109,83
02.06.2025 07:15;02.06.2025 07:30;117,90;97,59;107,90;117,90;91,96;45,59;123,86;71,80;107,12;114,94;73,95;104,99;113,48;-;115,85;105,22;109,83
02.06.2025 07:30;02.06.2025 07:45;117,90;97,59;107,90;117,90;91,96;45,59;123,86;71,80;107,12;114,94;73,95;104,99;113,48;-;115,85;105,22;109,83
02.06.2025 07:45;02.06.2025 08:00;117,90;97,59;107,90;117,90;91,96;45,59;123,86;71,80;107,12;114,94;73,95;104,99;113,48;-;115,85;105,22;109,83
02.06.2025 08:00;02.06.2025 08:15;102,36;92,54;108,68;102,36;82,27;52,96;105,40;73,76;102,25;102,21;82,96;103,00;102,13;-;115,00;102,62;102,37
02.06.2025 08:15;02.06.2025 08:30;102,36;92,54;108,68;102,36;82,27;52,96;105,40;73,76;102,25;102,21;82,96;103,00;102,13;-;115,00;102,62;102,37
02.06.2025 08:30;02.06.2025 08:45;102,36;92,54;108,68;102,36;82,27;52,96;105,40;73,76;102,25;102,21;82,96;103,00;102,13;-;115,00;102,62;102,37
02.06.2025 08:45;02.06.2025 09:00;102,36;92,54;108,68;102,36;82,27;52,96;105,40;73,76;102,25;102,21;82,96;103,00;102,13;-;115,00;102,62;102,37
02.06.2025 09:00;02.06.2025 09:15;85,60;78,12;80,15;85,60;74,84;40,01;82,56;67,31;88,31;96,85;75,36;81,49;86,88;-;103,35;88,70;87,66
02.06.2025 09:15;02.06.2025 09:30;85,60;78,12;80,15;85,60;74,84;40,01;82,56;67,31;88,31;96,85;75,36;81,49;86,88;-;103,35;88,70;87,66
02.06.2025 09:30;02.06.2025 09:45;85,60;78,12;80,15;85,60;74,84;40,01;82,56;67,31;88,31;96,85;75,36;81,49;86,88;-;103,35;88,70;87,66
02.06.2025 09:45;02.06.2025 10:00;85,60;78,12;80,15;85,60;74,84;40,01;82,56;67,31;88,31;96,85;75,36;81,49;86,88;-;103,35;88,70;87,66
02.06.2025 10:00;02.06.2025 10:15;57,47;53,79;52,62;57,47;55,72;17,55;54,19;54,44;60,09;58,40;56,05;66,45;58,73;-;65,98;60,43;59,45
02.06.2025 10:15;02.06.2025 10:30;57,47;53,79;52,62;57,47;55,72;17,55;54,19;54,44;60,09;58,40;56,05;66,45;58,73;-;65,98;60,43;59,45
02.06.2025 10:30;02.06.2025 10:45;57,47;53,79;52,62;57,47;55,72;17,55;54,19;54,44;60,09;58,40;56,05;66,45;58,73;-;65,98;60,43;59,45
02.06.2025 10:45;02.06.2025 11:00;57,47;53,79;52,62;57,47;55,72;17,55;54,19;54,44;60,09;58,40;56,05;66,45;58,73;-;65,98;60,43;59,45
02.06.2025 11:00;02.06.2025 11:15;33,21;36,69;33,21;33,21;32,52;33,21;33,21;49,91;33,21;33,21;32,42;56,31;33,21;-;50,00;33,21;33,21
02.06.2025 11:15;02.06.2025 11:30;33,21;36,69;33,21;33,21;32,52;33,21;33,21;49,91;33,21;33,21;32,42;56,31;33,21;-;50,00;33,21;33,21
02.06.2025 11:30;02.06.2025 11:45;33,21;36,69;33,21;33,21;32,52;33,21;33,21;49,91;33,21;33,21;32,42;56,31;33,21;-;50,00;33,21;33,21
02.06.2025 11:45;02.06.2025 12:00;33,21;36,69;33,21;33,21;32,52;33,21;33,21;49,91;33,21;33,21;32,42;56,31;33,21;-;50,00;33,21;33,21
02.06.2025 12:00;02.06.2025 12:15;20,00;22,02;20,00;20,00;14,57;20,00;20,00;34,19;20,00;20,00;13,71;39,78;20,00;-;20,00;20,00;20,00
02.06.2025 12:15;02.06.2025 12:30;20,00;22,02;20,00;20,00;14,57;20,00;20,00;34,19;20,00;20,00;13,71;39,78;20,00;-;20,00;20,00;20,00
02.06.2025 12:30;02.06.2025 12:45;20,00;22,02;20,00;20,00;14,57;20,00;20,00;34,19;20,00;20,00;13,71;39,78;20,00;-;20,00;20,00;20,00
02.06.2025 12:45;02.06.2025 13:00;20,00;22,02;20,00;20,00;14,57;20,00;20,00;34,19;20,00;20,00;13,71;39,78;20,00;-;20,00;20,00;20,00
02.06.2025 13:00;02.06.2025 13:15;12,78;15,36;12,78;12,78;7,35;12,78;12,78;33,69;12,78;15,02;6,90;29,29;12,78;-;19,00;12,78;12,78
